age,gender,height_cm,weight_kg,sit and bend forward_cm,sit-ups counts,class
32,M,177.8,72.5,17.7,55,A
21,F,167.4,72.18,-4,21,D
24,F,159.8,48.8,29.2,45,A
28,M,187,98.54,15.2,54,D
26,M,174.9,86.9,13.1,41,D
22,M,166.9,67.8,8,56,D
37,F,157.3,61.1,19.9,25,D
31,F,171,61.68,24,30,B
22,M,172.4,72.6,15.1,54,D
21,F,166.4,64.1,24,46,A
24,F,166.9,54.3,19.9,42,A
24,F,168.8,59.8,25.9,35,B
22,F,162.4,46.9,15.4,38,B
63,F,155.6,52.7,23.1,23,A
31,M,171,72.2,13,36,C
21,F,163.8,85.1,18.7,0,D
39,M,170.4,92.3,16.7,32,D
23,M,172.9,76.7,20.1,61,A
59,M,160.7,56.8,15.9,45,C
28,F,166,59.1,23.6,42,A
63,M,165.1,66.3,18.8,34,A
59,M,166,67.6,5.9,33,C
37,M,172.7,69.9,12.1,57,B
25,M,173,69.6,7.3,44,C
41,M,183.8,76.8,11.2,40,B
59,F,164.9,62.6,18.6,16,B
21,F,150.2,53.4,26.2,49,B
28,M,174.5,68.5,28.2,56,A
27,M,173.4,66.4,10.3,49,B
56,F,167,69.2,20.5,22,B
56,F,151.5,54.2,24.5,15,B
22,M,176.4,73.3,12.5,40,D
28,M,171,74.8,19.5,56,A
63,F,153,50.3,18.8,11,C
25,M,170.7,58,-1.2,50,D
26,M,174.2,84.9,7.7,40,D
50,M,163.9,57.8,17,41,A
48,M,175.3,85.4,22.3,35,C
29,M,177,88.3,16.3,44,D
39,M,170.6,75.7,9.2,61,C
35,M,171.7,65.6,27.6,44,B
46,M,174.6,65.3,13.2,36,C
41,M,165.5,86,18.6,45,B
42,M,181.4,90.3,14,38,B
58,M,178,72.8,23.5,30,D
22,M,178.4,92,-5.5,40,D
27,F,164,59.2,10.3,40,C
25,F,166.6,51.98,12.5,34,C
55,M,164,68.2,16,33,B
27,M,179.6,73.6,16,53,A
44,M,173.6,88.4,-4,33,D
33,M,175.2,83.3,18.1,39,D
50,M,167.2,67.3,21.2,39,B
28,M,171,66.3,20.6,55,A
25,F,168.4,52.06,14.3,37,B
60,M,175.2,78.1,10.6,45,B
57,M,168.5,69.3,21.2,41,C
21,F,160.2,59.4,20.2,36,A
26,M,178.8,78.1,21.8,61,C
35,M,177.9,75.5,15.1,46,A
63,M,166.1,64.6,13.7,43,A
42,M,182.3,86.4,15.3,27,D
24,F,166.6,61.2,14.2,19,D
28,M,170.8,68.48,11.2,34,D
51,M,172.6,71.3,13.2,34,B
55,F,154.6,59.4,23.9,28,A
26,F,156.8,51,-3.8,0,D
39,M,173.6,64.2,19.9,49,C
37,M,176,65,15,47,A
24,M,171.3,65.8,7.6,55,C
34,M,175.5,96.6,4.9,37,D
26,F,153.3,46.9,22.2,32,C
21,M,165,65.9,25,33,D
49,F,171.4,60.9,20.8,28,B
49,F,156,52.3,19.8,31,C
34,F,163.7,50.6,28.4,19,C
23,F,160.8,59,13.7,40,C
28,M,166,66.2,20.6,55,A
29,M,166.8,67.2,23.5,63,A
56,M,166.3,63.8,15.8,29,B
29,M,170.9,63,18.8,40,C
29,F,165.6,51.6,15.8,39,B
30,M,171.6,78.3,15.1,67,A
59,F,150.9,55.8,19.2,7,D
26,M,179,97.4,21.1,45,D
60,F,158.8,65.5,20.1,21,A
26,M,179,69.8,-5,48,D
30,M,182.1,80.34,17.9,42,B
21,M,181,75.3,18.1,57,A
40,M,177,75.5,20.4,59,B
21,M,166.3,66.5,25.2,53,B
21,M,173.9,62.3,13.6,52,B
48,F,160.3,52.3,23.6,47,A
41,F,165.7,50.1,20.6,42,A
35,F,158.6,49.5,24.1,37,A
21,M,172.6,65,18.5,55,B
33,F,166.9,59.5,13.2,49,C
26,F,164.7,61.1,22.2,42,A
21,M,176.1,90.5,8.5,50,D
48,M,169.4,72.9,9,32,D
29,M,171,72.5,18,55,A
21,M,181,91.1,11,51,C
37,M,164.4,67.2,16.6,44,B
33,M,168.6,81.5,22.6,45,B
46,M,172.2,77.4,23.8,41,C
27,F,163.3,50.9,21.6,23,C
64,M,165,78.7,9.6,25,B
25,M,181.7,75,17.2,57,A
22,M,182,81.8,17.3,65,A
53,M,175.5,81,12,21,D
21,F,164.2,59.3,24.5,40,A
57,F,161,65.4,9.5,18,D
25,M,181,79.88,13.8,38,C
34,M,182.9,91.28,8.9,37,C
30,M,168.7,66.5,10.9,51,D
21,F,160.5,47.7,21.9,47,A
33,F,165.1,50.6,17.6,24,C
41,M,170.7,73.6,11.9,38,B
23,M,173.2,68.9,11.8,40,D
21,M,173.1,69.5,1.7,53,D
29,M,174.9,75.2,26.4,62,A
63,M,176.9,82,7.7,12,D
62,F,158.7,56,26,18,C
49,M,178,76.6,18.1,36,B
28,M,178.4,79.2,16,59,A
61,M,163.5,65,3.6,38,C
38,M,176.4,73.9,7.2,47,C
39,M,180.5,77.1,16.2,49,A
27,M,179,76.3,21.2,61,B
57,M,175.7,63.5,4.5,33,C
49,F,164.7,72.1,15.3,22,B
37,M,176.3,73.5,14,55,B
36,M,174.5,73.4,9.6,57,B
26,F,161.4,57.9,0.9,28,D
52,F,159.9,72.1,17.4,0,D
40,M,166.9,71.2,13.9,38,B
58,M,162,60,5.1,23,C
21,M,172.1,74.4,7.6,56,C
24,F,158,46.1,21.4,32,C
21,M,175.1,71.5,10.3,26,D
54,M,170.1,78.1,17.5,28,C
62,M,168.6,95,3.7,8,D
41,M,179.2,77.3,5.8,46,C
23,M,172.2,79.74,13,60,B
61,M,158.6,43.2,10.3,26,C
26,F,157.9,60.2,24.9,34,B
21,F,159.6,49.1,25.2,43,A
40,M,171.4,72.8,21,46,A
34,F,167.6,60,20.3,39,D
57,M,165.8,76.9,12,24,D
21,M,176.9,78.76,-5.1,36,D
26,F,159.5,53.4,21.1,55,A
51,M,175.5,76.1,19.6,35,B
23,F,155.1,53.5,6,4,D
37,M,169.4,73.3,10.9,48,B
43,M,174.9,63,15.9,38,B
50,F,164.8,64.1,21.6,26,B
61,F,151.3,50.9,22.8,18,A
27,M,170.2,76.3,8,49,C
51,M,168,74.9,4.1,29,D
25,M,181.7,74.8,6.1,57,C
29,M,175.2,85.4,16.8,54,C
24,F,163,61.34,24.5,9,D
22,M,169.2,56.3,8.4,62,C
63,F,161.6,77,8.4,17,D
34,M,171.6,65.6,18.3,43,C
56,F,157,59.6,17.2,10,C
46,M,179.9,79.1,15.4,60,B
57,F,151.3,60,16.2,8,D
23,M,159.3,60,13.1,21,D
46,F,161.6,54.8,22.8,15,D
58,M,168.6,64,20.1,37,A
46,F,157.7,52.5,12.6,8,D
62,F,155.1,55.6,18.5,25,B
23,M,181,93.2,25.5,52,B
22,F,165.8,55.4,8.7,31,D
37,M,165,86.9,17.3,51,A
29,F,164.1,52.54,31.3,40,A
56,M,173.6,77.4,8.2,30,C
55,M,162.3,65.5,11.9,23,C
40,M,187.3,90.3,7.5,27,D
54,M,161.4,63,17.7,39,A
28,M,171.2,74.1,9.9,51,D
22,M,172.6,70.2,14.5,48,C
23,M,175,78.7,2.4,44,D
48,F,161.3,77.4,7.5,30,D
28,F,159.6,61.7,22.5,25,C
22,F,167.1,53.7,23.9,8,D
43,M,162.6,70.4,5,40,D
48,F,156.7,60.6,24.1,32,A
37,F,157.8,75.7,13.6,15,D
25,M,168.8,70.6,13.5,41,C
30,M,168.2,76.6,4.6,55,C
23,M,185.1,75.4,19.4,66,C
26,F,166.9,64.8,23.2,44,A
21,F,163.8,58.2,19.6,41,B
24,M,164.2,61.7,8.4,58,C
29,M,177.3,68.7,-10.2,33,D
60,M,167.2,72.1,7.1,44,B
22,M,176.9,75.3,16.7,61,A
41,F,157.5,50.8,22,36,A
28,M,173.7,70.74,18.7,67,A
29,M,189.8,87.9,20.4,55,C
25,F,165.1,54.1,17.2,30,B
22,M,185,89.3,18.1,43,C
21,F,167.8,57.4,21.8,51,A
28,M,171.8,64.7,19.7,54,A
51,F,157.6,52,11.8,15,C
51,F,154,49.5,14.5,32,C
44,M,163.7,58.4,18.4,50,A
41,M,168,65.5,17,56,A
29,F,163.2,54.1,12.1,19,D
57,F,158.4,65.4,9.1,12,D
48,F,159.9,58.8,24.2,34,B
29,M,179.3,82.6,16.6,76,A
30,F,155.7,52,10.6,33,C
64,M,170,84.1,10.1,28,C
26,F,164.6,56,21.9,50,A
30,M,170,69.4,14.3,48,B
58,F,162.5,50,24,17,C
54,F,160.6,53.82,17.4,31,B
50,F,163.6,63,17.9,40,C
38,F,159,53.3,22.5,34,A
40,M,175.1,65.9,16.5,35,C
59,M,169.4,65.4,19.1,27,C
43,M,175.9,90,0,33,D
31,M,175.3,72.9,19,51,A
40,M,171.4,73.9,15.8,37,C
29,F,167.8,61.1,16.6,35,C
42,F,160,64.6,24.1,49,A
25,M,180.8,73.8,16.4,45,B
24,M,185.9,73,9.8,36,D
23,M,187.3,76.8,0.3,38,D
30,M,174,77,21.2,50,B
26,M,169.2,70.8,15.3,55,A
32,M,174.2,74.3,16.5,51,A
21,M,176.5,78.8,10.6,61,D
35,M,166.2,67.1,18.3,45,A
30,M,174.1,70.8,11.9,35,C
38,F,156.8,49.8,17.2,26,B
23,M,169.9,80.3,12.6,51,C
36,M,170,73.5,24.7,42,B
41,M,178.3,75.4,19.3,63,B
21,M,179.2,79.8,11,56,D
35,M,158,61.9,8.3,46,C
33,M,176.1,74.3,10.2,53,B
48,M,163.9,66.2,2.1,26,D
40,F,175.6,60.4,13,38,C
64,M,173.5,68.4,18.2,40,A
41,M,171,74,15.9,54,A
40,M,175.5,82.5,18.2,48,C
54,M,164.8,69.1,12.3,39,B
23,F,163,49.6,27.4,39,B
64,M,167.4,68.1,13.3,34,C
50,F,164.4,58.8,17.6,29,B
23,M,176.2,85.9,3.7,58,D
29,F,159.5,47,19.1,39,A
25,M,176.9,78.3,17.4,62,A
60,M,165.7,70.4,14.5,37,A
39,M,170.7,71,21,58,B
30,M,182.8,81.2,10.3,48,B
52,M,170.6,69.5,12.3,30,C
34,M,183.7,79.8,18.7,49,A
52,M,172.6,76.4,16.3,40,C
58,F,154.6,53.5,21.7,18,B
26,F,166,73.6,17.7,34,B
27,M,183,62,7.6,43,C
21,F,154.9,75.16,20.8,31,D
27,M,174.9,71.4,19.5,44,C
26,M,176.5,70.6,4.9,35,D
58,M,177.5,73.6,17.1,35,C
22,M,166,61.9,0.1,50,D
38,M,175.5,78.4,16.9,51,A
21,M,176.7,80.9,13.9,52,C
36,M,173.7,65.9,14.8,50,A
34,M,166.8,63,18.3,65,A
25,M,176.8,70.3,26.7,58,A
45,F,164.4,56.3,12.4,22,C
22,M,171,70.6,5.7,40,D
51,M,170,71.8,8.5,48,C
48,M,181.2,80.2,20.5,53,B
26,M,173.8,81.5,0.8,38,D
31,M,166.4,64.7,11.1,50,B
23,F,173.2,66.7,34.7,47,A
62,F,148.7,52.6,12.7,18,C
48,M,169.6,69.6,15.8,37,C
60,F,158.9,56.3,11.4,3,D
39,M,177.1,79.6,0.7,61,D
31,M,176,78.4,20.9,52,D
26,M,177.8,74.4,9.4,43,C
26,M,176.8,85.9,12.6,40,D
22,F,164.7,49.8,22.7,37,A
59,M,173.5,74.8,17.9,49,C
35,M,162.6,52.9,5.5,28,D
23,M,170,75.7,18.4,58,B
49,M,177.2,83,14.9,50,C
27,F,168.7,53.7,18.8,36,A
56,F,153.6,47.7,20.4,22,A
44,F,149.9,60.4,-0.1,20,D
62,M,166.2,65.5,19.8,33,A
53,F,159.2,57.2,20.6,24,B
29,F,167,65.8,28.3,54,B
26,F,155,51.9,12.3,37,C
38,M,184.3,94.1,27.4,50,B
25,F,156,46.8,21.9,42,A
22,F,162,58,22.1,38,A
58,F,164.1,72.3,14.1,19,C
61,M,171.6,78.7,22.2,47,A
34,M,174.8,70.4,9.1,54,C
48,F,152.2,58.5,20,20,D
25,M,166.3,57.7,-3.2,39,D
22,M,178,62.3,15,54,B
33,M,176.5,84.2,25.2,47,A
55,F,158.2,62.1,17.3,17,B
29,M,173.7,72.6,17.6,53,A
30,F,163.8,58.1,22.3,50,A
26,M,172.5,61.8,2.4,33,D
26,M,176.4,64.4,6.7,42,D
26,M,179.4,85.9,25.2,48,B
21,M,173,75,20,56,B
54,M,171,77.5,8.2,36,D
29,F,164.7,53.9,7.5,12,D
23,F,161.6,53.7,22.4,46,A
34,M,172,61,15,41,B
23,F,160.6,55.5,15.3,52,B
26,M,165.6,64.1,14.7,57,C
30,M,160.4,48.9,6.6,24,D
39,M,180,77.7,25,43,C
34,M,178.1,74,4.7,40,C
47,F,158.2,53.9,17.3,42,B
63,M,161,68.9,8.7,30,B
23,M,178.2,73.6,14.9,34,D
21,M,177.7,70.7,25,55,A
40,M,173,76.4,14,35,C
60,F,151.9,59,7.8,0,D
59,F,151.4,52.2,16.7,2,D
36,M,178.6,86.4,0.7,38,D
55,M,166,62.7,19,39,A
21,F,166.6,64.9,23.4,61,B
29,M,170.2,70.14,-0.4,54,D
21,M,179.3,74.46,18,54,B
28,M,190.6,78.8,9.5,51,C
27,M,176.5,69.1,18.5,53,B
21,M,177.6,72.4,7.8,49,C
58,M,167.7,65.4,7.8,48,C
60,M,166.6,59.2,13.5,38,B
43,M,171.4,87.7,-9.2,33,D
25,M,179.4,81.36,2.9,56,D
29,F,163.1,60.9,10.8,32,C
24,F,153.7,54.9,26.8,49,C
27,M,174.3,77,12.3,54,D
41,M,174.7,72.6,18.5,40,C
59,F,156.4,54.8,14.7,6,D
23,M,172.6,64.3,13.4,47,C
22,F,149.9,47.2,9.9,21,D
32,M,168.8,62.6,11.4,46,B
23,F,168.8,56.1,24.3,42,A
49,M,163.8,67.1,11.4,35,C
31,M,168.2,70.5,19.9,66,C
54,M,172.6,66.5,14.4,21,D
36,M,173,71.7,19.6,57,A
54,M,177.2,73,12.7,32,D
27,F,169.8,58.2,17.5,53,B
22,M,179.2,81.4,14,46,D
61,F,159.1,71.4,26.2,0,D
37,F,163,54.9,26.7,58,A
31,M,172.8,77.1,19.2,57,A
25,F,160.1,57.5,28.8,53,A
27,F,148.8,41.3,20.5,24,C
60,M,171.7,58.2,13.5,37,A
30,M,167.5,65.3,13.7,46,B
25,F,168,64.5,17.3,33,B
22,M,171.4,70,8.9,47,C
24,M,169.5,68.3,-1.7,37,D
60,M,167.9,72.2,-20,5,D
29,M,178.6,89.7,11.4,53,B
23,F,162.5,54.4,-7.6,34,D
55,M,163.1,62.1,12.9,31,B
27,F,166.7,47.9,19,20,D
57,F,152.4,52.2,17.8,11,C
49,F,158.4,47.22,16,25,B
25,M,163.2,61.8,9.6,48,C
23,F,159.8,43,11,32,C
58,F,155.4,60.14,12.5,17,C
41,F,160.5,50.9,13.2,19,C
33,M,187.7,86.2,30.2,50,B
35,M,170.6,71.36,30,48,A
21,M,171.1,65.5,16.4,42,C
30,M,179.7,79.3,16,53,A
26,M,172.7,76.1,18.7,59,A
50,F,167.6,61.5,19.2,34,C
27,M,170.9,76.9,15.8,49,B
21,M,169.9,70.6,19.2,60,A
56,M,168.1,78.9,6.3,36,D
45,F,163.5,51.56,15.8,25,B
23,M,181.8,87.3,1.2,37,D
55,M,170.1,59.3,14.2,42,D
28,M,175.8,76.9,12.8,57,C
40,F,164.7,41.7,-7.2,7,D
60,M,161.1,57.5,17.4,31,A
42,M,173,75.7,12,33,C
30,M,171.5,85.1,7.3,52,D
39,M,167.4,89.3,14.8,49,D
39,M,181.8,110.1,0.8,34,D
31,M,169.8,72.5,17.6,42,B
25,M,170.8,71.4,14.8,49,B
25,F,166.5,53.2,17.6,47,B
61,M,173,85.6,20.1,34,B
37,F,160,57.6,19,28,C
52,F,155.4,59.6,2.8,25,D
40,M,173,72.1,3.7,46,D
63,F,155.7,57.8,7.1,0,D
36,M,172.8,84.42,15.7,60,A
27,M,175.8,81.1,14.1,41,C
30,M,173.9,74.02,22,58,A
41,F,166.6,67.5,22.2,30,B
43,F,148.2,50.2,23.4,59,A
26,M,180.1,74.1,3.7,49,D
32,M,173.4,80.56,19.3,61,C
23,M,173,73.9,13,53,B
64,M,169.8,58.6,8.5,26,B
42,M,181.1,95.2,-3,35,D
25,M,172.2,69.9,18.9,57,B
34,F,164.5,61.2,12,18,D
32,F,163.1,60.5,27.3,37,A
24,M,165.7,63,19.8,49,B
21,M,180.2,90.9,-1.3,38,D
64,F,148.9,47.4,28.1,0,D
25,M,173.8,72.8,12.2,52,B
25,M,177.2,75.4,22.8,59,A
31,M,186,68.9,27.3,53,A
35,F,166.8,53.3,23,47,A
25,M,171.3,70.4,-8,45,D
27,F,156.4,47.3,26.3,39,B
55,F,171.8,95.1,0.7,0,D
24,M,175.3,69.6,22.1,55,D
24,M,164.3,58.3,1.1,41,D
23,F,161.9,50.6,25.5,47,A
60,M,161.5,59.5,10.6,39,B
26,M,171.3,82.8,17.2,61,B
38,M,171.8,94.2,0.4,38,D
22,F,162.5,64.1,21.4,25,D
58,F,163.7,65,15,13,C
38,M,171.1,68.3,10,41,C
25,M,175.1,71,7.5,49,C
27,M,174.4,71.8,30.7,59,A
23,F,166.3,68.1,25.2,40,B
28,M,179.5,73.3,4.5,43,D
50,F,162.1,59.6,3.5,23,D
55,M,162,57.4,12.5,48,B
30,M,172.6,102.7,11.2,48,B
35,M,180,76.7,21.3,45,A
21,M,173.2,65.2,12.3,50,C
56,F,150.1,54.4,16.2,15,B
42,F,157.9,48.5,24.3,41,A
29,F,164.1,70.5,19.8,56,A
40,M,173.9,74.8,16.2,33,C
22,M,186.6,111.8,14.3,50,B
26,F,156.5,45.6,20.6,51,A
24,F,159.3,68.9,19.3,30,B
61,F,157.8,55.4,14.1,2,D
21,M,175,78.5,3.8,45,D
27,M,171.1,78,17.3,53,B
23,M,170.3,66.1,11.1,46,C
64,M,167.9,69.4,19.5,32,A
50,F,158.1,53,19.5,45,A
21,F,164,58.2,25.7,45,A
29,M,168.1,64.3,15.7,60,A
32,M,178.6,86.4,17.9,41,B
23,F,164.7,50.5,11.3,15,D
21,M,176.7,68.6,18.7,51,B
24,M,173.9,58.4,12.8,38,D
59,M,163.7,61,19.4,49,A
43,M,175.7,67.3,17.7,44,A
27,F,159.6,43.5,23.4,45,A
21,F,160.6,64.88,22.1,35,B
57,M,161.2,69.5,8.8,24,D
22,F,168.9,57.68,20.9,40,A
60,F,161.2,61.6,7.5,10,D
49,F,153.8,53.8,12.8,3,D
50,M,162.7,59.3,15.9,39,B
26,M,162.6,81.1,10.7,53,D
62,M,153.4,56.5,12.9,26,B
51,F,162,47,23.2,32,A
60,F,156.7,57.2,18.8,20,B
24,M,171.6,69,7.3,53,C
37,M,167.9,70.7,8.8,40,C
22,M,170,58.2,8.2,53,C
40,M,182.8,97.6,13.1,57,D
63,M,163.1,61.5,9.7,22,C
21,M,178.5,81,20.6,46,D
22,M,172,66.8,22.5,55,C
32,M,175.6,79,16.4,56,A
26,F,170.8,56.1,25.6,46,A
64,F,144,55.3,4,4,D
64,M,163.7,65.8,13,20,C
21,F,159.2,58.3,28,43,A
32,F,151.6,54,21.3,42,A
35,M,166.7,71.2,20.7,47,A
25,M,182.5,75.2,23.4,49,B
58,M,172.5,74.2,17.1,31,C
50,F,155.2,61.2,23.1,37,A
25,F,161,58.3,25,37,A
39,F,164,67,20,33,B
52,M,165.5,67.7,9.6,30,D
21,M,179.4,103.3,5.9,40,D
22,F,166.1,61,30.7,44,A
37,M,169.7,68.4,7.4,55,C
45,M,166,57.6,12.5,38,B
48,F,161.5,60.6,20.2,32,A
57,M,171.8,75.3,13.8,35,D
30,M,190.6,138.1,4.3,30,D
40,M,166.7,64.7,21.2,42,B
40,F,163.1,65.6,16.9,30,B
31,M,172.2,73.4,20.7,46,B
22,M,185.4,91.5,-6.5,52,D
29,M,174.3,77.2,15.5,55,A
25,F,160,56.2,23.8,47,A
25,M,176.3,68.1,-5.8,30,D
60,M,168.7,67.9,16.3,51,A
62,M,169.1,70.9,14.6,46,A
36,M,167.9,73.6,9.6,53,B
35,M,188.5,87.3,6.9,39,C
24,M,172.2,72.7,24.5,55,A
31,M,183.6,80.5,-1.8,59,D
34,F,166.7,59.1,21.6,31,B
26,M,183.6,91.6,14.7,39,C
24,F,158.6,47.7,24.9,35,C
28,M,170.5,71.6,17,52,A
26,M,175.3,66.3,19.2,51,A
26,F,155,46.2,23.2,39,A
31,M,181.1,64.2,17.4,52,A
25,M,173.4,67.3,16.4,52,A
22,F,160.1,52.7,26.6,47,A
36,F,154.7,52.4,22.5,60,A
27,F,165.6,58,26.5,39,A
22,F,169.3,58.4,12.9,27,C
40,M,168.8,68.8,11.4,47,C
28,F,158.9,56.5,16.5,50,C
34,M,177.7,68.1,7.3,39,D
52,M,167.4,65.6,17.8,31,D
28,M,161.9,68.32,12,42,D
22,M,172.2,78.7,17.2,57,B
43,F,161.5,53,12.7,22,C
61,F,154.6,50.56,18.7,10,C
29,M,172.5,74.9,11.3,39,C
25,M,175.2,58.1,9,40,C
47,F,164.9,60.7,2,11,D
60,M,166.9,62.6,16.2,29,B
40,M,172,61.8,15.4,58,B
21,M,168.7,70.1,9.8,32,D
57,M,173.3,67.1,25.2,47,A
25,M,175.9,65.02,15.1,54,A
23,M,174.4,82.4,13.7,48,C
41,M,180.3,79.7,13,50,C
22,M,171.4,72,23.6,66,A
64,M,172,72,5.5,36,C
30,M,172.9,76.2,20.9,55,A
22,F,162.5,53.8,24.6,44,A
27,M,166.3,70.7,5.7,51,C
21,M,180.3,86.4,1.2,29,D
41,M,172.8,75.2,8.3,30,D
44,F,159.9,49.8,25.5,19,C
63,F,159.4,60.9,27,20,A
60,F,154.8,55.92,15.7,33,B
51,M,179.7,84.4,8.9,38,C
22,M,183.5,71.4,-10.1,44,D
29,F,160.5,56.4,19.8,56,B
57,F,164.8,52.2,19.5,20,A
28,F,165.7,69.3,21.1,40,A
53,M,171.6,61.2,20.8,44,A
21,M,175.1,71.4,28.6,57,A
25,F,176,76,10.2,40,C
24,M,172.5,72.5,17.8,63,B
48,M,175.7,91.4,2.7,37,D
44,M,168.3,74.6,17.7,33,C
45,F,160.6,59.2,25.4,19,C
30,M,168.3,68,26.6,54,B
21,M,180.1,76.9,9.1,50,C
23,F,163.7,54.5,15.2,43,B
43,F,158.7,65.4,25.2,42,B
40,F,153.8,50.8,18.2,29,B
21,F,161.1,65.72,17.6,30,D
27,F,162.9,58.7,31.1,48,A
31,M,169.1,68,14.6,57,A
63,F,154,56.3,23.3,26,A
29,M,177.1,77.4,23,61,B
38,F,162.6,59.6,20,36,C
49,F,159,61,10.8,10,D
25,M,171.3,79.6,8,52,C
28,M,182.4,88.2,28.4,43,D
44,F,164.3,53.9,14.3,23,C
21,F,169.8,54.4,-9.6,27,D
58,M,164.3,86,-0.8,23,D
25,F,165.9,50.1,24.5,36,A
24,M,171.2,90.6,18.3,52,B
29,M,176.1,81.6,24.1,65,A
34,F,158.5,58.9,21.3,25,B
51,F,155.8,66.2,19.2,28,D
21,F,166.1,98.7,19.7,39,D
57,F,159.7,52.5,17.8,17,B
38,F,160.7,52.7,23.6,45,A
41,M,168,61.1,11.1,35,D
64,F,140.5,49.6,25.3,19,A
63,M,160,70.3,6.9,16,D
24,M,175.6,65.7,13.1,61,B
44,M,172.3,69.3,15.4,39,B
29,M,171.2,70.36,17.4,53,B
47,F,162.5,63.6,22.6,19,D
22,F,156.5,47.6,20.6,32,B
28,M,174.4,74.9,19.1,45,C
25,M,173.5,97.6,12.3,39,D
26,M,164.8,67.4,14.6,54,B
51,M,172.7,72.5,16.8,36,B
26,F,164.6,54.7,19.9,47,A
55,F,158.5,51.8,28,32,A
36,F,161.8,48.1,17.2,6,D
62,M,169.4,65.9,16.7,43,A
47,F,154.2,59.2,16.2,23,C
60,M,172.4,69.5,8.5,25,C
22,M,179,74.6,7.1,54,C
29,M,162.9,76.3,-8.8,30,D
58,F,156.7,58.1,21.2,30,A
57,M,170.3,65.8,8.4,46,C
31,M,186.7,82.9,6,44,C
24,M,180,88.8,20.7,54,C
35,F,154.3,73.8,17.3,24,D
38,M,166.8,71,17.6,54,C
45,M,176.6,72.3,18.6,35,C
42,M,173.2,65.8,4.8,37,C
22,M,166.9,52.5,4.5,47,D
22,M,170.6,93.9,1.7,28,D
30,M,169.4,62.4,16.5,54,B
27,M,181,73.14,21.1,61,A
64,M,162,75.02,9,44,B
24,M,174.7,72.1,15.8,42,C
52,M,176.4,79.3,11.7,59,B
59,F,158.9,50.3,17.8,20,C
37,M,179.8,74.9,19.6,28,D
41,F,160.2,71.3,8,18,D
23,M,169.7,67,9.6,58,C
33,M,172.7,65.9,12.9,52,B
61,F,154.8,63.9,6,53,D
23,M,174.8,73.8,-0.9,39,D
22,M,168.9,65.4,2.4,34,D
62,F,158,57.3,-0.2,10,D
25,M,185,88.6,20,63,B
30,M,185.1,91.3,15.8,53,B
22,M,169,78.9,14.4,52,B
30,M,179.1,81.6,17.4,47,B
38,M,178.8,83.6,10.4,23,D
24,M,177.4,73.7,9.8,48,C
34,M,176,67.92,13.8,50,B
21,M,176.6,79.7,14,46,C
23,M,164.3,65.9,16.6,49,B
54,F,157.7,56.4,9.1,0,D
32,F,168.7,64.8,24.3,31,A
56,F,162.7,57.8,27,19,B
23,M,175.6,65.5,19.8,55,C
24,F,163.7,55.3,15.3,41,B
46,M,168.3,60.6,6.6,43,C
35,M,177.3,72.4,13,58,B
59,M,161.5,53.9,13.1,34,B
23,F,173,80.7,20.7,35,B
59,F,159.8,64.9,16.2,26,D
21,F,156.5,55.9,-10.9,58,D
51,M,180.6,75.9,12.1,39,B
49,F,159,53.1,15.4,27,B
23,F,161.5,56.9,20.9,45,A
60,M,170.4,64.5,18.8,43,A
42,F,162.4,60.7,21.5,43,A
32,M,178.5,74.6,7.2,56,C
48,M,171.9,72.6,15.1,43,B
21,F,158.6,53.8,16.3,32,B
43,M,168.3,83.1,-5.1,22,D
39,M,174.8,71,16.5,45,A
55,F,158.4,71.1,7.5,8,D
45,M,169.6,67.9,15.4,50,A
26,M,167.8,65.1,16.3,62,A
62,F,164.9,60.6,25.5,29,A
21,M,174.7,75.1,24.5,52,B
62,F,159.5,54,28.1,27,A
51,F,152.6,46.3,16,15,C
58,M,161.3,52.4,7,14,D
58,F,159.2,48.2,23,49,A
40,F,157.2,58.4,13.3,40,C
21,F,163.9,49.7,6.8,13,D
46,M,168.1,72.5,-14.3,10,D
50,M,176.9,70,16.7,45,A
24,F,162.9,55,6.2,44,D
60,F,156.2,60.7,20.7,10,C
23,F,159.5,45,-4.4,29,D
36,M,174.2,80.4,17.6,38,C
45,M,175,81.7,21.6,54,A
60,M,173.6,57.9,13.5,41,A
27,M,175.2,71.1,7.9,54,C
29,M,177.8,76.4,14.4,46,B
64,M,170.8,75.8,10,26,D
61,F,154.8,57.1,17.6,24,B
25,M,180.6,84.1,22,52,B
30,M,180.6,76.5,15,49,C
25,M,173.7,78.3,5.6,29,D
25,M,176.6,71.1,11,34,D
28,M,188.1,93.7,20.8,40,C
21,F,162.6,51.1,11.2,27,C
51,M,167.2,71.2,10.6,43,B
53,M,172.8,67.9,1.5,31,D
23,F,157.5,47.1,16.4,40,B
25,M,173.3,83.3,26.3,66,A
41,M,173.3,64.1,11.3,43,C
60,M,171.8,74.7,17.6,36,C
21,F,155.7,52.5,20.6,44,A
27,M,176.5,85.8,11.9,63,B
28,M,171.8,68.3,18.4,54,A
31,M,178.5,93.3,23.2,37,D
44,F,163.9,62.8,18.9,35,D
28,M,164.1,58.9,20.3,52,A
44,F,162.4,57.6,20.3,29,B
33,M,174.2,81.1,14,45,B
61,F,165.2,57.5,21.7,12,B
21,M,172.5,67.6,26.5,63,B
40,M,173.4,61,11.5,51,B
25,M,178.3,74.2,16.3,60,A
26,M,178.5,79.5,19,60,B
